Passenger_ID,Estimated_Travel_Budget_USD,Budget_Category,Income_Level,Age,Travel_Purpose
P5862,2940.0,Standard,Low,47,Business
P5863,2000.0,Standard,Medium,20,Leisure
P5864,3100.0,Standard,Medium,53,Family
P5865,1300.0,Budget,Low,42,Family
P5866,1540.0,Standard,Low,73,Family
P5867,,Luxury,Low,73,Emergency
P5868,,Luxury,Medium,32,Emergency
P5869,9500.0,Luxury,High,69,Family
P5870,1440.0,Budget,Low,29,Leisure
P5871,,Luxury,Medium,19,Emergency
P5872,4100.0,Luxury,Medium,63,Business
P5873,4100.0,Luxury,Medium,38,Business
P5874,800.0,Budget,Low,63,Leisure
P5875,6500.0,Luxury,High,52,Business
P5876,3500.0,Luxury,Medium,66,Business
P5877,,Luxury,Low,57,Emergency
P5878,2500.0,Standard,Medium,49,Family
P5879,,Luxury,Medium,25,Emergency
P5880,,Luxury,Medium,37,Emergency
P5881,2000.0,Standard,Medium,60,Leisure
P5882,,Luxury,Low,55,Emergency
P5883,5100.0,Luxury,Medium,31,Business
P5884,2000.0,Standard,Medium,54,Leisure
P5885,2300.0,Standard,Low,28,Business
P5886,2540.0,Standard,Low,63,Business
P5887,,Luxury,Medium,56,Emergency
P5888,2500.0,Standard,Medium,58,Family
P5889,1540.0,Standard,Low,27,Family
P5890,2600.0,Standard,Medium,44,Leisure
P5891,2000.0,Standard,Medium,62,Leisure
P5892,,Luxury,High,31,Emergency
P5893,4100.0,Luxury,Medium,68,Business
P5894,9500.0,Luxury,High,32,Family
P5895,3500.0,Luxury,Medium,30,Business
P5896,3500.0,Luxury,Medium,42,Business
P5897,3500.0,Luxury,Medium,66,Business
P5898,,Luxury,Low,42,Emergency
P5899,3500.0,Luxury,Medium,55,Business
P5900,6500.0,Luxury,High,23,Business
P5901,3500.0,Luxury,Medium,61,Business
P5902,5500.0,Luxury,High,22,Family
P5903,2000.0,Standard,Medium,66,Leisure
P5904,,Luxury,Medium,44,Emergency
P5905,6500.0,Luxury,High,62,Business
P5906,,Luxury,Medium,20,Emergency
P5907,6500.0,Luxury,Medium,64,Business
P5908,2600.0,Standard,Medium,28,Leisure
P5909,3500.0,Luxury,Medium,53,Business
P5910,,Luxury,High,22,Emergency
P5911,,Luxury,Low,75,Emergency
P5912,2500.0,Standard,Medium,67,Family
P5913,5000.0,Luxury,Medium,19,Leisure
P5914,1300.0,Budget,Low,43,Family
P5915,2500.0,Standard,Medium,33,Family
P5916,2300.0,Standard,Low,20,Business
P5917,,Luxury,High,76,Emergency
P5918,2540.0,Standard,Low,32,Business
P5919,,Luxury,High,46,Emergency
P5920,800.0,Budget,Low,26,Leisure
P5921,1300.0,Budget,Low,68,Family
P5922,6500.0,Luxury,High,55,Business
P5923,5500.0,Luxury,High,54,Family
P5924,2300.0,Standard,Low,35,Business
P5925,,Luxury,Low,76,Emergency
P5926,4100.0,Luxury,Medium,67,Business
P5927,3500.0,Luxury,Medium,41,Business
P5928,3600.0,Luxury,Medium,44,Leisure
P5929,3500.0,Luxury,Medium,54,Business
P5930,2500.0,Standard,Medium,24,Family
P5931,2000.0,Standard,Medium,79,Leisure
P5932,5000.0,Luxury,High,52,Leisure
P5933,1940.0,Standard,Low,22,Family
P5934,1300.0,Budget,Low,43,Family
P5935,,Luxury,Medium,48,Emergency
P5936,,Luxury,Medium,38,Emergency
P5937,,Luxury,Low,78,Emergency
P5938,2500.0,Standard,Medium,26,Family
P5939,5500.0,Luxury,High,44,Family
P5940,,Luxury,High,37,Emergency
P5941,7000.0,Luxury,High,50,Family
P5942,3600.0,Luxury,Medium,33,Leisure
P5943,10500.0,Luxury,High,59,Business
P5944,1300.0,Budget,Low,59,Family
P5945,,Luxury,Low,36,Emergency
P5946,4100.0,Luxury,Medium,61,Business
P5947,2300.0,Standard,Low,54,Business
P5948,,Luxury,High,68,Emergency
P5949,,Luxury,Low,52,Emergency
P5950,1440.0,Budget,Low,61,Leisure
P5951,3500.0,Luxury,Medium,40,Business
P5952,2300.0,Standard,Low,73,Business
P5953,,Luxury,Low,61,Emergency
P5954,3500.0,Luxury,Medium,19,Business
P5955,3500.0,Luxury,Medium,47,Business
P5956,2000.0,Standard,Medium,50,Leisure
P5957,1300.0,Budget,Low,67,Family
P5958,1300.0,Budget,Low,76,Family
P5959,2500.0,Standard,Medium,20,Family
P5960,1300.0,Budget,Low,19,Family
P5961,,Luxury,High,52,Emergency
P5962,5100.0,Luxury,Medium,44,Business
P5963,5500.0,Luxury,High,51,Family
P5964,3500.0,Luxury,Medium,73,Business
P5965,3500.0,Luxury,Medium,66,Business
P5966,1300.0,Budget,Low,79,Family
P5967,6500.0,Luxury,High,49,Business
P5968,,Luxury,Medium,25,Emergency
P5969,2540.0,Standard,Low,60,Business
P5970,3100.0,Standard,Medium,62,Family
P5971,,Luxury,Medium,36,Emergency
P5972,7000.0,Luxury,High,64,Family
P5973,3600.0,Luxury,Medium,37,Leisure
P5974,,Luxury,Medium,50,Emergency
P5975,2500.0,Standard,Medium,55,Family
P5976,2500.0,Standard,Medium,41,Family
P5977,,Luxury,High,37,Emergency
P5978,7000.0,Luxury,High,38,Family
P5979,3500.0,Luxury,Medium,55,Business
P5980,1300.0,Budget,Low,49,Family
P5981,800.0,Budget,Low,48,Leisure
P5982,,Luxury,Medium,51,Emergency
P5983,5100.0,Luxury,Medium,53,Business
P5984,800.0,Budget,Low,26,Leisure
P5985,3500.0,Luxury,Medium,35,Business
P5986,6500.0,Luxury,High,29,Business
P5987,6500.0,Luxury,High,29,Business
P5988,8000.0,Luxury,High,40,Business
P5989,2000.0,Standard,Medium,37,Leisure
P5990,,Luxury,Medium,61,Emergency
P5991,3500.0,Luxury,Medium,38,Business
P5992,2500.0,Standard,Medium,31,Family
P5993,1040.0,Budget,Low,32,Leisure
P5994,2000.0,Standard,Medium,28,Leisure
P5995,5500.0,Luxury,Medium,54,Family
P5996,3500.0,Luxury,Medium,73,Business
P5997,,Luxury,Medium,54,Emergency
P5998,,Luxury,High,72,Emergency
P5999,4100.0,Luxury,Medium,21,Business
P6000,,Luxury,Low,42,Emergency
P6001,6500.0,Luxury,High,56,Business
P6002,3100.0,Standard,Medium,29,Family
P6003,2000.0,Standard,Medium,57,Leisure
P6004,,Luxury,Medium,25,Emergency
P6005,3500.0,Luxury,Medium,40,Business
P6006,,Luxury,Medium,34,Emergency
P6007,4100.0,Luxury,Medium,33,Business
P6008,3500.0,Luxury,Medium,19,Business
P6009,2000.0,Standard,Medium,21,Leisure
P6010,9000.0,Luxury,High,20,Leisure
P6011,1300.0,Budget,Low,60,Family
P6012,3500.0,Luxury,Medium,74,Business
P6013,,Luxury,High,57,Emergency
P6014,3600.0,Luxury,Medium,58,Leisure
P6015,2000.0,Standard,Medium,28,Leisure
P6016,800.0,Budget,Low,40,Leisure
P6017,,Luxury,High,41,Emergency
P6018,800.0,Budget,Low,48,Leisure
P6019,2600.0,Standard,Medium,62,Leisure
P6020,,Luxury,Medium,33,Emergency
P6021,2300.0,Standard,Low,20,Business
P6022,4100.0,Luxury,Medium,25,Family
P6023,3500.0,Luxury,Medium,25,Business
P6024,8000.0,Luxury,High,62,Business
P6025,6500.0,Luxury,High,21,Business
P6026,5100.0,Luxury,Medium,38,Business
P6027,3600.0,Luxury,Medium,65,Leisure
P6028,5500.0,Luxury,High,38,Family
P6029,,Luxury,Medium,33,Emergency
P6030,1940.0,Standard,Low,71,Family
P6031,800.0,Budget,Low,56,Leisure
P6032,1300.0,Budget,Low,41,Family
P6033,,Luxury,Medium,52,Emergency
P6034,,Luxury,Low,31,Emergency
P6035,2000.0,Standard,Medium,41,Leisure
P6036,5000.0,Luxury,High,61,Leisure
P6037,,Luxury,Medium,60,Emergency
P6038,3500.0,Luxury,Medium,51,Business
P6039,800.0,Budget,Low,33,Leisure
P6040,,Luxury,Medium,57,Emergency
P6041,2540.0,Standard,Low,35,Business
P6042,3500.0,Luxury,Medium,26,Business
P6043,6500.0,Luxury,Medium,69,Business
P6044,,Luxury,Medium,18,Emergency
P6045,800.0,Budget,Low,67,Leisure
P6046,1300.0,Budget,Low,28,Family
P6047,6500.0,Luxury,High,54,Business
P6048,800.0,Budget,Low,47,Leisure
P6049,2940.0,Standard,Low,38,Business
P6050,,Luxury,Low,71,Emergency
P6051,,Luxury,Low,59,Emergency
P6052,6500.0,Luxury,High,31,Business
P6053,5100.0,Luxury,Medium,66,Business
P6054,2940.0,Standard,Low,58,Business
P6055,3500.0,Luxury,Medium,23,Business
P6056,2940.0,Standard,Low,30,Business
P6057,800.0,Budget,Low,19,Leisure
P6058,2540.0,Standard,Low,61,Business
P6059,2500.0,Standard,Medium,44,Family
P6060,8000.0,Luxury,High,33,Business
P6061,800.0,Budget,Low,43,Leisure
P6062,,Luxury,Medium,46,Emergency
P6063,2500.0,Standard,Medium,60,Family
P6064,10500.0,Luxury,High,44,Business
P6065,2300.0,Standard,Low,65,Business
P6066,,Luxury,High,50,Emergency
P6067,2000.0,Standard,Medium,43,Leisure
P6068,2000.0,Standard,Medium,79,Leisure
P6069,,Luxury,Medium,32,Emergency
P6070,,Luxury,High,36,Emergency
P6071,1040.0,Budget,Low,75,Leisure
P6072,2300.0,Standard,Low,68,Business
P6073,1300.0,Budget,Low,46,Family
P6074,2500.0,Standard,Medium,61,Family
P6075,2540.0,Standard,Low,62,Business
P6076,2600.0,Standard,Medium,41,Leisure
P6077,800.0,Budget,Low,50,Leisure
P6078,,Luxury,Medium,53,Emergency
P6079,,Luxury,Medium,70,Emergency
P6080,2000.0,Standard,Medium,49,Leisure
P6081,2540.0,Standard,Low,77,Business
P6082,5500.0,Luxury,High,43,Family
P6083,,Luxury,Medium,78,Emergency
P6084,,Luxury,Low,30,Emergency
P6085,2300.0,Standard,Low,79,Business
P6086,,Luxury,Medium,61,Emergency
P6087,2500.0,Standard,Medium,18,Family
P6088,14000.0,Luxury,High,44,Business
P6089,3500.0,Luxury,Medium,68,Business
P6090,2500.0,Standard,Medium,56,Family
P6091,3500.0,Luxury,Medium,75,Business
P6092,2300.0,Standard,Low,20,Business
P6093,,Luxury,High,41,Emergency
P6094,5000.0,Luxury,High,29,Leisure
P6095,,Luxury,Medium,62,Emergency
P6096,,Luxury,Medium,33,Emergency
P6097,4100.0,Luxury,Medium,64,Business
P6098,,Luxury,Medium,78,Emergency
P6099,5100.0,Luxury,Medium,66,Business
P6100,7000.0,Luxury,High,24,Family
P6101,,Luxury,High,61,Emergency
P6102,4100.0,Luxury,Medium,55,Business
P6103,2300.0,Standard,Low,61,Business
P6104,2500.0,Standard,Medium,51,Family
P6105,800.0,Budget,Low,57,Leisure
P6106,2300.0,Standard,Low,19,Business
P6107,800.0,Budget,Low,40,Leisure
P6108,2000.0,Standard,Medium,65,Leisure
P6109,2000.0,Standard,Medium,75,Leisure
P6110,2300.0,Standard,Low,29,Business
P6111,,Luxury,Medium,23,Emergency
P6112,2600.0,Standard,Medium,61,Leisure
P6113,3600.0,Luxury,Medium,49,Leisure
P6114,6500.0,Luxury,High,42,Business
P6115,4100.0,Luxury,Medium,74,Family
P6116,2600.0,Standard,Medium,70,Leisure
P6117,3500.0,Luxury,Medium,18,Business
P6118,,Luxury,High,59,Emergency
P6119,,Luxury,Medium,36,Emergency
P6120,,Luxury,Low,26,Emergency
P6121,,Luxury,Medium,78,Emergency
P6122,4100.0,Luxury,Medium,75,Business
P6123,2000.0,Standard,Medium,62,Leisure
P6124,2000.0,Standard,Medium,69,Leisure
P6125,,Luxury,Medium,61,Emergency
P6126,3500.0,Luxury,Medium,77,Business
P6127,1300.0,Budget,Low,45,Family
P6128,10500.0,Luxury,High,53,Business
P6129,2540.0,Standard,Low,54,Business
P6130,5000.0,Luxury,Medium,30,Leisure
P6131,3500.0,Luxury,Medium,46,Business
P6132,,Luxury,Low,30,Emergency
P6133,1040.0,Budget,Low,55,Leisure
P6134,800.0,Budget,Low,64,Leisure
P6135,800.0,Budget,Low,36,Leisure
P6136,2300.0,Standard,Low,41,Business
P6137,1300.0,Budget,Low,66,Family
P6138,2000.0,Standard,Medium,60,Leisure
P6139,2500.0,Standard,Medium,38,Family
P6140,5100.0,Luxury,Medium,57,Business
P6141,,Luxury,Medium,31,Emergency
P6142,4100.0,Luxury,Medium,76,Business
P6143,2940.0,Standard,Low,36,Business
P6144,2540.0,Standard,Low,50,Business
P6145,,Luxury,Low,73,Emergency
P6146,,Luxury,Low,30,Emergency
P6147,2300.0,Standard,Low,37,Business
P6148,2500.0,Standard,Medium,20,Family
P6149,6500.0,Luxury,Medium,75,Business
P6150,1040.0,Budget,Low,61,Leisure
P6151,,Luxury,Medium,28,Emergency
P6152,,Luxury,Low,64,Emergency
P6153,4100.0,Luxury,Medium,67,Family
P6154,3500.0,Luxury,Medium,52,Business
P6155,,Luxury,Medium,22,Emergency
P6156,3100.0,Standard,Medium,47,Family
P6157,,Luxury,High,74,Emergency
P6158,2500.0,Standard,Medium,71,Family
P6159,,Luxury,Medium,38,Emergency
P6160,2000.0,Standard,Medium,31,Leisure
P6161,2940.0,Standard,Low,32,Business
P6162,1440.0,Budget,Low,23,Leisure
P6163,1300.0,Budget,Low,43,Family
P6164,5100.0,Luxury,Medium,45,Business
P6165,,Luxury,High,54,Emergency
P6166,2600.0,Standard,Medium,41,Leisure
P6167,6500.0,Luxury,High,48,Business
P6168,800.0,Budget,Low,70,Leisure
P6169,,Luxury,Medium,33,Emergency
P6170,2000.0,Standard,Medium,19,Leisure
P6171,3600.0,Luxury,Medium,22,Leisure
P6172,2500.0,Standard,Medium,75,Family
P6173,,Luxury,Low,63,Emergency
P6174,5000.0,Luxury,High,66,Leisure
P6175,2500.0,Standard,Medium,48,Family
P6176,2300.0,Standard,Low,68,Business
P6177,,Luxury,High,65,Emergency
P6178,,Luxury,High,59,Emergency
P6179,4100.0,Luxury,Medium,51,Family
P6180,1300.0,Budget,Low,59,Family
P6181,4100.0,Luxury,Medium,34,Business
P6182,2600.0,Standard,Medium,72,Leisure
P6183,3500.0,Luxury,Medium,60,Business
P6184,2940.0,Standard,Low,78,Business
P6185,1300.0,Budget,Low,69,Family
P6186,,Luxury,Low,69,Emergency
P6187,,Luxury,Medium,18,Emergency
P6188,,Luxury,Medium,75,Emergency
P6189,,Luxury,High,22,Emergency
P6190,,Luxury,Medium,27,Emergency
P6191,3600.0,Luxury,Medium,73,Leisure
P6192,,Luxury,Medium,50,Emergency
P6193,3500.0,Luxury,Medium,61,Business
P6194,3500.0,Luxury,Low,51,Business
P6195,,Luxury,Low,19,Emergency
P6196,2300.0,Standard,Low,53,Business
P6197,1040.0,Budget,Low,60,Leisure
P6198,1300.0,Budget,Low,69,Family
P6199,2300.0,Standard,Low,48,Business
P6200,4100.0,Luxury,Medium,58,Family
P6201,2000.0,Standard,Medium,74,Leisure
P6202,,Luxury,Medium,36,Emergency
P6203,2500.0,Standard,Medium,77,Family
P6204,4100.0,Luxury,Medium,49,Family
P6205,,Luxury,High,40,Emergency
P6206,2940.0,Standard,Low,49,Business
P6207,5500.0,Luxury,High,62,Family
P6208,4100.0,Luxury,Medium,33,Family
P6209,6500.0,Luxury,High,47,Business
P6210,,Luxury,Medium,68,Emergency
P6211,3500.0,Luxury,Medium,28,Business
P6212,1300.0,Budget,Low,20,Family
P6213,800.0,Budget,Low,62,Leisure
P6214,1440.0,Budget,Low,39,Leisure
P6215,3500.0,Luxury,Medium,40,Business
P6216,3600.0,Luxury,Medium,56,Leisure
P6217,4100.0,Luxury,Medium,73,Business
P6218,3100.0,Standard,Medium,27,Family
P6219,1300.0,Budget,Low,42,Family
P6220,800.0,Budget,Low,79,Leisure
P6221,6500.0,Luxury,High,72,Business
P6222,,Luxury,Low,25,Emergency
P6223,6500.0,Luxury,Medium,60,Business
P6224,1440.0,Budget,Low,35,Leisure
P6225,1540.0,Standard,Low,46,Family
P6226,,Luxury,Medium,18,Emergency
P6227,,Luxury,Medium,62,Emergency
P6228,2600.0,Standard,Medium,27,Leisure
P6229,,Luxury,Low,28,Emergency
P6230,2600.0,Standard,Medium,47,Leisure
P6231,1440.0,Budget,Low,46,Leisure
P6232,,Luxury,Medium,54,Emergency
P6233,1300.0,Budget,Low,59,Family
P6234,3500.0,Luxury,Medium,32,Business
P6235,2500.0,Standard,Medium,54,Family
P6236,1300.0,Budget,Low,40,Family
P6237,3500.0,Luxury,Medium,53,Business
P6238,1040.0,Budget,Low,52,Leisure
P6239,2540.0,Standard,Low,52,Business
P6240,2000.0,Standard,Medium,19,Leisure
P6241,5000.0,Luxury,High,26,Leisure
P6242,800.0,Budget,Low,79,Leisure
P6243,2300.0,Standard,Low,63,Business
P6244,,Luxury,Medium,34,Emergency
P6245,2300.0,Standard,Low,38,Business
P6246,4100.0,Luxury,Medium,68,Family
P6247,2500.0,Standard,Medium,37,Family
P6248,2500.0,Standard,Medium,34,Family
P6249,2000.0,Standard,Medium,29,Leisure
P6250,9500.0,Luxury,High,51,Family
P6251,1540.0,Standard,Low,32,Family
P6252,2500.0,Standard,Medium,33,Family
P6253,800.0,Budget,Low,66,Leisure
P6254,800.0,Budget,Low,76,Leisure
P6255,,Luxury,High,65,Emergency
P6256,5000.0,Luxury,High,18,Leisure
P6257,,Luxury,Low,44,Emergency
P6258,2540.0,Standard,Low,45,Business
P6259,,Luxury,Medium,48,Emergency
P6260,3500.0,Luxury,Medium,31,Business
P6261,1300.0,Budget,Low,26,Family
P6262,,Luxury,Medium,18,Emergency
P6263,,Luxury,Medium,35,Emergency
P6264,2600.0,Standard,Medium,44,Leisure
P6265,2500.0,Standard,Medium,54,Family
P6266,,Luxury,Medium,70,Emergency
P6267,9500.0,Luxury,High,77,Family
P6268,3500.0,Luxury,Medium,18,Business
P6269,5500.0,Luxury,High,37,Family
P6270,2300.0,Standard,Low,24,Business
P6271,4100.0,Luxury,Medium,57,Business
P6272,1300.0,Budget,Low,57,Family
P6273,3600.0,Luxury,Medium,38,Leisure
P6274,,Luxury,Medium,72,Emergency
P6275,5100.0,Luxury,Medium,22,Business
P6276,2540.0,Standard,Low,47,Business
P6277,,Luxury,Medium,33,Emergency
P6278,,Luxury,Low,52,Emergency
P6279,,Luxury,Medium,43,Emergency
P6280,2000.0,Standard,Medium,26,Leisure
P6281,,Luxury,Medium,68,Emergency
P6282,2300.0,Standard,Low,50,Business
P6283,6500.0,Luxury,Medium,37,Business
P6284,2500.0,Standard,Medium,32,Family
P6285,,Luxury,Medium,27,Emergency
P6286,3500.0,Luxury,Medium,35,Business
P6287,,Luxury,Medium,48,Emergency
P6288,800.0,Budget,Low,18,Leisure
P6289,2300.0,Standard,Low,51,Business
P6290,2000.0,Standard,Medium,42,Leisure
P6291,2000.0,Standard,Medium,65,Leisure
P6292,2500.0,Standard,Medium,55,Family
P6293,2000.0,Standard,Medium,70,Leisure
P6294,,Luxury,Medium,77,Emergency
P6295,2000.0,Standard,Medium,52,Leisure
P6296,,Luxury,Low,38,Emergency
P6297,2600.0,Standard,Medium,69,Leisure
P6298,,Luxury,Low,68,Emergency
P6299,3500.0,Luxury,Medium,66,Business
P6300,2000.0,Standard,Medium,70,Leisure
P6301,2500.0,Standard,Medium,67,Family
P6302,6500.0,Luxury,High,79,Leisure
P6303,,Luxury,High,30,Emergency
P6304,,Luxury,Low,66,Emergency
P6305,2500.0,Standard,Medium,22,Family
P6306,5000.0,Luxury,Medium,37,Leisure
P6307,3500.0,Luxury,Medium,18,Business
P6308,1940.0,Standard,Low,45,Family
P6309,2000.0,Standard,Medium,32,Leisure
P6310,,Luxury,High,28,Emergency
P6311,3500.0,Luxury,Medium,64,Business
P6312,,Luxury,High,65,Emergency
P6313,2000.0,Standard,Medium,55,Leisure
P6314,,Luxury,Medium,27,Emergency
P6315,3500.0,Luxury,Medium,51,Business
P6316,1040.0,Budget,Low,49,Leisure
P6317,2000.0,Standard,Medium,57,Leisure
P6318,2000.0,Standard,Medium,74,Leisure
P6319,2000.0,Standard,Medium,51,Leisure
P6320,3500.0,Luxury,Medium,26,Business
P6321,2300.0,Standard,Low,43,Business
P6322,,Luxury,Medium,37,Emergency
P6323,,Luxury,Medium,72,Emergency
P6324,2540.0,Standard,Low,28,Business
P6325,3100.0,Standard,Medium,64,Family
P6326,9500.0,Luxury,High,65,Family
P6327,6500.0,Luxury,Medium,48,Business
P6328,4100.0,Luxury,Medium,23,Business
P6329,2000.0,Standard,Medium,35,Leisure
P6330,4100.0,Luxury,Medium,46,Family
P6331,4100.0,Luxury,Medium,30,Business
P6332,1540.0,Standard,Low,25,Family
P6333,9000.0,Luxury,High,77,Leisure
P6334,,Luxury,Medium,72,Emergency
P6335,1540.0,Standard,Low,24,Family
P6336,,Luxury,High,57,Emergency
P6337,5500.0,Luxury,High,19,Family
P6338,3500.0,Luxury,Medium,60,Business
P6339,6500.0,Luxury,High,27,Leisure
P6340,7000.0,Luxury,High,65,Family
P6341,2940.0,Standard,Low,25,Business
P6342,,Luxury,Low,21,Emergency
P6343,2000.0,Standard,Medium,19,Leisure
P6344,3500.0,Luxury,Medium,40,Business
P6345,4100.0,Luxury,Medium,66,Business
P6346,,Luxury,High,56,Emergency
P6347,2500.0,Standard,Medium,38,Family
P6348,,Luxury,Medium,54,Emergency
P6349,5500.0,Luxury,High,65,Family
P6350,2000.0,Standard,Medium,41,Leisure
P6351,2540.0,Standard,Low,66,Business
P6352,2000.0,Standard,Medium,26,Leisure
P6353,5500.0,Luxury,High,44,Family
P6354,2500.0,Standard,Medium,39,Family
P6355,2300.0,Standard,Low,72,Business
P6356,5100.0,Luxury,Medium,49,Business
P6357,1940.0,Standard,Low,64,Family
P6358,2300.0,Standard,Low,76,Business
P6359,2000.0,Standard,Medium,64,Leisure
P6360,1040.0,Budget,Low,74,Leisure
P6361,5500.0,Luxury,Medium,27,Family
P6362,6500.0,Luxury,High,20,Business
P6363,4100.0,Luxury,Medium,74,Family
P6364,3500.0,Luxury,Medium,18,Business
P6365,,Luxury,High,55,Emergency
P6366,,Luxury,Medium,74,Emergency
P6367,2500.0,Standard,Medium,26,Family
P6368,9000.0,Luxury,High,54,Leisure
P6369,7000.0,Luxury,High,36,Family
P6370,2600.0,Standard,Medium,64,Leisure
P6371,1040.0,Budget,Low,64,Leisure
P6372,3500.0,Luxury,Medium,62,Business
P6373,2500.0,Standard,Medium,32,Family
P6374,1300.0,Budget,Low,70,Family
P6375,5000.0,Luxury,High,79,Leisure
P6376,10500.0,Luxury,High,37,Business
P6377,2000.0,Standard,Medium,28,Leisure
P6378,3500.0,Luxury,Medium,63,Business
P6379,6500.0,Luxury,High,48,Business
P6380,,Luxury,High,55,Emergency
P6381,2000.0,Standard,Medium,44,Leisure
P6382,6500.0,Luxury,High,34,Business
P6383,2000.0,Standard,Medium,43,Leisure
P6384,1300.0,Budget,Low,24,Family
P6385,6500.0,Luxury,High,58,Business
P6386,7000.0,Luxury,High,57,Family
P6387,,Luxury,Medium,77,Emergency
P6388,5000.0,Luxury,Medium,40,Leisure
P6389,6500.0,Luxury,High,39,Business
P6390,2300.0,Standard,Low,52,Business
P6391,5500.0,Luxury,High,44,Family
P6392,5100.0,Luxury,Medium,33,Business
P6393,,Luxury,Medium,75,Emergency
P6394,5000.0,Luxury,High,56,Leisure
P6395,2500.0,Standard,Medium,66,Family
P6396,,Luxury,Low,67,Emergency
P6397,12500.0,Luxury,High,59,Leisure
P6398,10500.0,Luxury,High,64,Business
P6399,9000.0,Luxury,High,46,Leisure
P6400,,Luxury,Low,71,Emergency
P6401,,Luxury,Low,62,Emergency
P6402,2500.0,Standard,Medium,76,Family
P6403,,Luxury,Low,72,Emergency
P6404,2500.0,Standard,Medium,45,Family
P6405,2500.0,Standard,Medium,33,Family
P6406,3500.0,Luxury,Medium,26,Business
P6407,1540.0,Standard,Low,24,Family
P6408,2300.0,Standard,Low,18,Business
P6409,5500.0,Luxury,High,68,Family
P6410,800.0,Budget,Low,77,Leisure
P6411,,Luxury,Medium,33,Emergency
P6412,800.0,Budget,Low,21,Leisure
P6413,,Luxury,Medium,48,Emergency
P6414,2500.0,Standard,Medium,67,Family
P6415,,Luxury,Low,23,Emergency
P6416,3100.0,Standard,Medium,73,Family
P6417,,Luxury,Medium,69,Emergency
P6418,6500.0,Luxury,Medium,72,Business
P6419,2000.0,Standard,Medium,64,Leisure
P6420,2500.0,Standard,Medium,37,Family
P6421,4100.0,Luxury,Medium,18,Business
P6422,1300.0,Budget,Low,34,Family
P6423,2000.0,Standard,Medium,51,Leisure
P6424,2500.0,Standard,Medium,39,Family
P6425,2000.0,Standard,Medium,41,Leisure
P6426,14000.0,Luxury,High,77,Business
P6427,,Luxury,High,61,Emergency
P6428,,Luxury,Low,65,Emergency
